,Pclass,Alone,Fare,Parch,Family_Size,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Survived
629,3,1,7.7333,0,1,0.0,1.0,0.0,1.0,0.0,0
631,3,1,7.0542,0,1,0.0,1.0,0.0,0.0,1.0,0
633,1,1,0.0,0,1,0.0,1.0,0.0,0.0,1.0,0
634,3,0,27.9,2,6,1.0,0.0,0.0,0.0,1.0,0
636,3,1,7.925,0,1,0.0,1.0,0.0,0.0,1.0,0
637,2,0,26.25,1,3,0.0,1.0,0.0,0.0,1.0,0
638,3,0,39.6875,5,6,1.0,0.0,0.0,0.0,1.0,0
639,3,0,16.1,0,2,0.0,1.0,0.0,0.0,1.0,0
640,3,1,7.8542,0,1,0.0,1.0,0.0,0.0,1.0,0
642,3,0,27.9,2,6,1.0,0.0,0.0,0.0,1.0,0
646,3,1,7.8958,0,1,0.0,1.0,0.0,0.0,1.0,0
648,3,1,7.55,0,1,0.0,1.0,0.0,0.0,1.0,0
650,3,1,7.8958,0,1,0.0,1.0,0.0,0.0,1.0,0
652,3,1,8.4333,0,1,0.0,1.0,0.0,0.0,1.0,0
654,3,1,6.75,0,1,1.0,0.0,0.0,1.0,0.0,0
655,2,0,73.5,0,3,0.0,1.0,0.0,0.0,1.0,0
656,3,1,7.8958,0,1,0.0,1.0,0.0,0.0,1.0,0
657,3,0,15.5,1,3,1.0,0.0,0.0,1.0,0.0,0
658,2,1,13.0,0,1,0.0,1.0,0.0,0.0,1.0,0
659,1,0,113.275,2,3,0.0,1.0,1.0,0.0,0.0,0
661,3,1,7.225,0,1,0.0,1.0,1.0,0.0,0.0,0
662,1,1,25.5875,0,1,0.0,1.0,0.0,0.0,1.0,0
663,3,1,7.4958,0,1,0.0,1.0,0.0,0.0,1.0,0
665,2,0,73.5,0,3,0.0,1.0,0.0,0.0,1.0,0
666,2,1,13.0,0,1,0.0,1.0,0.0,0.0,1.0,0
667,3,1,7.775,0,1,0.0,1.0,0.0,0.0,1.0,0
668,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,0
671,1,0,52.0,0,2,0.0,1.0,0.0,0.0,1.0,0
672,2,1,10.5,0,1,0.0,1.0,0.0,0.0,1.0,0
674,2,1,0.0,0,1,0.0,1.0,0.0,0.0,1.0,0
675,3,1,7.775,0,1,0.0,1.0,0.0,0.0,1.0,0
676,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,0
678,3,0,46.9,6,8,1.0,0.0,0.0,0.0,1.0,0
680,3,1,8.1375,0,1,1.0,0.0,0.0,1.0,0.0,0
682,3,1,9.225,0,1,0.0,1.0,0.0,0.0,1.0,0
683,3,0,46.9,2,8,0.0,1.0,0.0,0.0,1.0,0
684,2,0,39.0,1,3,0.0,1.0,0.0,0.0,1.0,0
685,2,0,41.5792,2,4,0.0,1.0,1.0,0.0,0.0,0
686,3,0,39.6875,1,6,0.0,1.0,0.0,0.0,1.0,0
687,3,1,10.1708,0,1,0.0,1.0,0.0,0.0,1.0,0
688,3,1,7.7958,0,1,0.0,1.0,0.0,0.0,1.0,0
693,3,1,7.225,0,1,0.0,1.0,1.0,0.0,0.0,0
694,1,1,26.55,0,1,0.0,1.0,0.0,0.0,1.0,0
695,2,1,13.5,0,1,0.0,1.0,0.0,0.0,1.0,0
696,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,0
698,1,0,110.8833,1,3,0.0,1.0,1.0,0.0,0.0,0
699,3,1,7.65,0,1,0.0,1.0,0.0,0.0,1.0,0
702,3,0,14.4542,1,2,1.0,0.0,1.0,0.0,0.0,0
703,3,1,7.7417,0,1,0.0,1.0,0.0,1.0,0.0,0
704,3,0,7.8542,0,2,0.0,1.0,0.0,0.0,1.0,0
705,2,1,26.0,0,1,0.0,1.0,0.0,0.0,1.0,0
711,1,1,26.55,0,1,0.0,1.0,0.0,0.0,1.0,0
713,3,1,9.4833,0,1,0.0,1.0,0.0,0.0,1.0,0
714,2,1,13.0,0,1,0.0,1.0,0.0,0.0,1.0,0
715,3,1,7.65,0,1,0.0,1.0,0.0,0.0,1.0,0
718,3,1,15.5,0,1,0.0,1.0,0.0,1.0,0.0,0
719,3,1,7.775,0,1,0.0,1.0,0.0,0.0,1.0,0
721,3,0,7.0542,0,2,0.0,1.0,0.0,0.0,1.0,0
722,2,1,13.0,0,1,0.0,1.0,0.0,0.0,1.0,0
723,2,1,13.0,0,1,0.0,1.0,0.0,0.0,1.0,0
725,3,1,8.6625,0,1,0.0,1.0,0.0,0.0,1.0,0
728,2,0,26.0,0,2,0.0,1.0,0.0,0.0,1.0,0
729,3,0,7.925,0,2,1.0,0.0,0.0,0.0,1.0,0
731,3,1,18.7875,0,1,0.0,1.0,1.0,0.0,0.0,0
732,2,1,0.0,0,1,0.0,1.0,0.0,0.0,1.0,0
733,2,1,13.0,0,1,0.0,1.0,0.0,0.0,1.0,0
734,2,1,13.0,0,1,0.0,1.0,0.0,0.0,1.0,0
735,3,1,16.1,0,1,0.0,1.0,0.0,0.0,1.0,0
736,3,0,34.375,3,5,1.0,0.0,0.0,0.0,1.0,0
738,3,1,7.8958,0,1,0.0,1.0,0.0,0.0,1.0,0
739,3,1,7.8958,0,1,0.0,1.0,0.0,0.0,1.0,0
741,1,0,78.85,0,2,0.0,1.0,0.0,0.0,1.0,0
743,3,0,16.1,0,2,0.0,1.0,0.0,0.0,1.0,0
745,1,0,71.0,1,3,0.0,1.0,0.0,0.0,1.0,0
746,3,0,20.25,1,3,0.0,1.0,0.0,0.0,1.0,0
748,1,0,53.1,0,2,0.0,1.0,0.0,0.0,1.0,0
749,3,1,7.75,0,1,0.0,1.0,0.0,1.0,0.0,0
752,3,1,9.5,0,1,0.0,1.0,0.0,0.0,1.0,0
753,3,1,7.8958,0,1,0.0,1.0,0.0,0.0,1.0,0
756,3,1,7.7958,0,1,0.0,1.0,0.0,0.0,1.0,0
757,2,1,11.5,0,1,0.0,1.0,0.0,0.0,1.0,0
758,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,0
760,3,1,14.5,0,1,0.0,1.0,0.0,0.0,1.0,0
761,3,1,7.125,0,1,0.0,1.0,0.0,0.0,1.0,0
764,3,1,7.775,0,1,0.0,1.0,0.0,0.0,1.0,0
766,1,1,39.6,0,1,0.0,1.0,1.0,0.0,0.0,0
767,3,1,7.75,0,1,1.0,0.0,0.0,1.0,0.0,0
768,3,0,24.15,0,2,0.0,1.0,0.0,1.0,0.0,0
769,3,1,8.3625,0,1,0.0,1.0,0.0,0.0,1.0,0
770,3,1,9.5,0,1,0.0,1.0,0.0,0.0,1.0,0
771,3,1,7.8542,0,1,0.0,1.0,0.0,0.0,1.0,0
772,2,1,10.5,0,1,1.0,0.0,0.0,0.0,1.0,0
773,3,1,7.225,0,1,0.0,1.0,1.0,0.0,0.0,0
775,3,1,7.75,0,1,0.0,1.0,0.0,0.0,1.0,0
776,3,1,7.75,0,1,0.0,1.0,0.0,1.0,0.0,0
778,3,1,7.7375,0,1,0.0,1.0,0.0,1.0,0.0,0
782,1,1,30.0,0,1,0.0,1.0,0.0,0.0,1.0,0
783,3,0,23.45,2,4,0.0,1.0,0.0,0.0,1.0,0
784,3,1,7.05,0,1,0.0,1.0,0.0,0.0,1.0,0
785,3,1,7.25,0,1,0.0,1.0,0.0,0.0,1.0,0
787,3,0,29.125,1,6,0.0,1.0,0.0,1.0,0.0,0
789,1,1,79.2,0,1,0.0,1.0,1.0,0.0,0.0,0
790,3,1,7.75,0,1,0.0,1.0,0.0,1.0,0.0,0
791,2,1,26.0,0,1,0.0,1.0,0.0,0.0,1.0,0
792,3,0,69.55,2,11,1.0,0.0,0.0,0.0,1.0,0
793,1,1,30.6958,0,1,0.0,1.0,1.0,0.0,0.0,0
794,3,1,7.8958,0,1,0.0,1.0,0.0,0.0,1.0,0
795,2,1,13.0,0,1,0.0,1.0,0.0,0.0,1.0,0
798,3,1,7.2292,0,1,0.0,1.0,1.0,0.0,0.0,0
799,3,0,24.15,1,3,1.0,0.0,0.0,0.0,1.0,0
800,2,1,13.0,0,1,0.0,1.0,0.0,0.0,1.0,0
805,3,1,7.775,0,1,0.0,1.0,0.0,0.0,1.0,0
806,1,1,0.0,0,1,0.0,1.0,0.0,0.0,1.0,0
807,3,1,7.775,0,1,1.0,0.0,0.0,0.0,1.0,0
808,2,1,13.0,0,1,0.0,1.0,0.0,0.0,1.0,0
810,3,1,7.8875,0,1,0.0,1.0,0.0,0.0,1.0,0
811,3,1,24.15,0,1,0.0,1.0,0.0,0.0,1.0,0
812,2,1,10.5,0,1,0.0,1.0,0.0,0.0,1.0,0
813,3,0,31.275,2,7,1.0,0.0,0.0,0.0,1.0,0
814,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,0
815,1,1,0.0,0,1,0.0,1.0,0.0,0.0,1.0,0
816,3,1,7.925,0,1,1.0,0.0,0.0,0.0,1.0,0
817,2,0,37.0042,1,3,0.0,1.0,1.0,0.0,0.0,0
818,3,1,6.45,0,1,0.0,1.0,0.0,0.0,1.0,0
819,3,0,27.9,2,6,0.0,1.0,0.0,0.0,1.0,0
822,1,1,0.0,0,1,0.0,1.0,0.0,0.0,1.0,0
824,3,0,39.6875,1,6,0.0,1.0,0.0,0.0,1.0,0
825,3,1,6.95,0,1,0.0,1.0,0.0,1.0,0.0,0
826,3,1,56.4958,0,1,0.0,1.0,0.0,0.0,1.0,0
832,3,1,7.2292,0,1,0.0,1.0,1.0,0.0,0.0,0
833,3,1,7.8542,0,1,0.0,1.0,0.0,0.0,1.0,0
834,3,1,8.3,0,1,0.0,1.0,0.0,0.0,1.0,0
836,3,1,8.6625,0,1,0.0,1.0,0.0,0.0,1.0,0
837,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,0
840,3,1,7.925,0,1,0.0,1.0,0.0,0.0,1.0,0
841,2,1,10.5,0,1,0.0,1.0,0.0,0.0,1.0,0
843,3,1,6.4375,0,1,0.0,1.0,1.0,0.0,0.0,0
844,3,1,8.6625,0,1,0.0,1.0,0.0,0.0,1.0,0
845,3,1,7.55,0,1,0.0,1.0,0.0,0.0,1.0,0
846,3,0,69.55,2,11,0.0,1.0,0.0,0.0,1.0,0
847,3,1,7.8958,0,1,0.0,1.0,1.0,0.0,0.0,0
848,2,0,33.0,1,2,0.0,1.0,0.0,0.0,1.0,0
850,3,0,31.275,2,7,0.0,1.0,0.0,0.0,1.0,0
851,3,1,7.775,0,1,0.0,1.0,0.0,0.0,1.0,0
852,3,0,15.2458,1,3,1.0,0.0,1.0,0.0,0.0,0
854,2,0,26.0,0,2,1.0,0.0,0.0,0.0,1.0,0
859,3,1,7.2292,0,1,0.0,1.0,1.0,0.0,0.0,0
860,3,0,14.1083,0,3,0.0,1.0,0.0,0.0,1.0,0
861,2,0,11.5,0,2,0.0,1.0,0.0,0.0,1.0,0
863,3,0,69.55,2,11,1.0,0.0,0.0,0.0,1.0,0
864,2,1,13.0,0,1,0.0,1.0,0.0,0.0,1.0,0
867,1,1,50.4958,0,1,0.0,1.0,0.0,0.0,1.0,0
868,3,1,9.5,0,1,0.0,1.0,0.0,0.0,1.0,0
870,3,1,7.8958,0,1,0.0,1.0,0.0,0.0,1.0,0
872,1,1,5.0,0,1,0.0,1.0,0.0,0.0,1.0,0
873,3,1,9.0,0,1,0.0,1.0,0.0,0.0,1.0,0
876,3,1,9.8458,0,1,0.0,1.0,0.0,0.0,1.0,0
877,3,1,7.8958,0,1,0.0,1.0,0.0,0.0,1.0,0
878,3,1,7.8958,0,1,0.0,1.0,0.0,0.0,1.0,0
881,3,1,7.8958,0,1,0.0,1.0,0.0,0.0,1.0,0
882,3,1,10.5167,0,1,1.0,0.0,0.0,0.0,1.0,0
883,2,1,10.5,0,1,0.0,1.0,0.0,0.0,1.0,0
884,3,1,7.05,0,1,0.0,1.0,0.0,0.0,1.0,0
885,3,0,29.125,5,6,1.0,0.0,0.0,1.0,0.0,0
886,2,1,13.0,0,1,0.0,1.0,0.0,0.0,1.0,0
888,3,0,23.45,2,4,1.0,0.0,0.0,0.0,1.0,0
890,3,1,7.75,0,1,0.0,1.0,0.0,1.0,0.0,0
338,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,1
97,1,0,63.3583,1,2,0.0,1.0,1.0,0.0,0.0,1
192,3,0,7.8542,0,2,1.0,0.0,0.0,0.0,1.0,1
615,2,0,65.0,2,4,1.0,0.0,0.0,0.0,1.0,1
146,3,1,7.7958,0,1,0.0,1.0,0.0,0.0,1.0,1
66,2,1,10.5,0,1,1.0,0.0,0.0,0.0,1.0,1
195,1,1,146.5208,0,1,1.0,0.0,1.0,0.0,0.0,1
820,1,0,93.5,1,3,1.0,0.0,0.0,0.0,1.0,1
346,2,1,13.0,0,1,1.0,0.0,0.0,0.0,1.0,1
518,2,0,26.0,0,2,1.0,0.0,0.0,0.0,1.0,1
22,3,1,8.0292,0,1,1.0,0.0,0.0,1.0,0.0,1
394,3,0,16.7,2,3,1.0,0.0,0.0,0.0,1.0,1
255,3,0,15.2458,2,3,1.0,0.0,1.0,0.0,0.0,1
717,2,1,10.5,0,1,1.0,0.0,0.0,0.0,1.0,1
271,3,1,0.0,0,1,0.0,1.0,0.0,0.0,1.0,1
559,3,0,17.4,0,2,1.0,0.0,0.0,0.0,1.0,1
862,1,1,25.9292,0,1,1.0,0.0,0.0,0.0,1.0,1
546,2,0,26.0,0,2,1.0,0.0,0.0,0.0,1.0,1
689,1,0,211.3375,1,2,1.0,0.0,0.0,0.0,1.0,1
32,3,1,7.75,0,1,1.0,0.0,0.0,1.0,0.0,1
187,1,1,26.55,0,1,0.0,1.0,0.0,0.0,1.0,1
554,3,1,7.775,0,1,1.0,0.0,0.0,0.0,1.0,1
453,1,0,89.1042,0,2,0.0,1.0,1.0,0.0,0.0,1
68,3,0,7.925,2,7,1.0,0.0,0.0,0.0,1.0,1
28,3,1,7.8792,0,1,1.0,0.0,0.0,1.0,0.0,1
195,1,1,146.5208,0,1,1.0,0.0,1.0,0.0,0.0,1
540,1,0,71.0,2,3,1.0,0.0,0.0,0.0,1.0,1
107,3,1,7.775,0,1,0.0,1.0,0.0,0.0,1.0,1
237,2,0,26.25,2,3,1.0,0.0,0.0,0.0,1.0,1
193,2,0,26.0,1,3,0.0,1.0,0.0,0.0,1.0,1
156,3,1,7.7333,0,1,1.0,0.0,0.0,1.0,0.0,1
241,3,0,15.5,0,2,1.0,0.0,0.0,1.0,0.0,1
399,2,1,12.65,0,1,1.0,0.0,0.0,0.0,1.0,1
74,3,1,56.4958,0,1,0.0,1.0,0.0,0.0,1.0,1
612,3,0,15.5,0,2,1.0,0.0,0.0,1.0,0.0,1
866,2,0,13.8583,0,2,1.0,0.0,1.0,0.0,0.0,1
417,2,0,13.0,2,3,1.0,0.0,0.0,0.0,1.0,1
621,1,0,52.5542,0,2,0.0,1.0,0.0,0.0,1.0,1
367,3,1,7.2292,0,1,1.0,0.0,1.0,0.0,0.0,1
340,2,0,26.0,1,3,0.0,1.0,0.0,0.0,1.0,1
1,1,0,71.2833,0,2,1.0,0.0,1.0,0.0,0.0,1
338,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,1
345,2,1,13.0,0,1,1.0,0.0,0.0,0.0,1.0,1
512,1,1,26.2875,0,1,0.0,1.0,0.0,0.0,1.0,1
146,3,1,7.7958,0,1,0.0,1.0,0.0,0.0,1.0,1
730,1,1,211.3375,0,1,1.0,0.0,0.0,0.0,1.0,1
345,2,1,13.0,0,1,1.0,0.0,0.0,0.0,1.0,1
161,2,1,15.75,0,1,1.0,0.0,0.0,0.0,1.0,1
509,3,1,56.4958,0,1,0.0,1.0,0.0,0.0,1.0,1
742,1,0,262.375,2,5,1.0,0.0,1.0,0.0,0.0,1
788,3,0,20.575,2,4,0.0,1.0,0.0,0.0,1.0,1
248,1,0,52.5542,1,3,0.0,1.0,0.0,0.0,1.0,1
457,1,0,51.8625,0,2,1.0,0.0,0.0,0.0,1.0,1
869,3,0,11.1333,1,3,0.0,1.0,0.0,0.0,1.0,1
458,2,1,10.5,0,1,1.0,0.0,0.0,0.0,1.0,1
311,1,0,262.375,2,5,1.0,0.0,1.0,0.0,0.0,1
275,1,0,77.9583,0,2,1.0,0.0,0.0,0.0,1.0,1
550,1,0,110.8833,2,3,0.0,1.0,1.0,0.0,0.0,1
591,1,0,78.2667,0,2,1.0,0.0,1.0,0.0,0.0,1
788,3,0,20.575,2,4,0.0,1.0,0.0,0.0,1.0,1
516,2,1,10.5,0,1,1.0,0.0,0.0,0.0,1.0,1
539,1,0,49.5,2,3,1.0,0.0,1.0,0.0,0.0,1
85,3,0,15.85,0,4,1.0,0.0,0.0,0.0,1.0,1
338,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,1
142,3,0,15.85,0,2,1.0,0.0,0.0,0.0,1.0,1
549,2,0,36.75,1,3,0.0,1.0,0.0,0.0,1.0,1
299,1,0,247.5208,1,2,1.0,0.0,1.0,0.0,0.0,1
21,2,1,13.0,0,1,0.0,1.0,0.0,0.0,1.0,1
325,1,1,135.6333,0,1,1.0,0.0,1.0,0.0,0.0,1
394,3,0,16.7,2,3,1.0,0.0,0.0,0.0,1.0,1
641,1,1,69.3,0,1,1.0,0.0,1.0,0.0,0.0,1
802,1,0,120.0,2,4,0.0,1.0,0.0,0.0,1.0,1
241,3,0,15.5,0,2,1.0,0.0,0.0,1.0,0.0,1
319,1,0,134.5,1,3,1.0,0.0,1.0,0.0,0.0,1
645,1,0,76.7292,0,2,0.0,1.0,1.0,0.0,0.0,1
537,1,1,106.425,0,1,1.0,0.0,1.0,0.0,0.0,1
827,2,0,37.0042,2,3,0.0,1.0,1.0,0.0,0.0,1
82,3,1,7.7875,0,1,1.0,0.0,0.0,1.0,0.0,1
580,2,0,30.0,1,3,1.0,0.0,0.0,0.0,1.0,1
504,1,1,86.5,0,1,1.0,0.0,0.0,0.0,1.0,1
44,3,1,7.8792,0,1,1.0,0.0,0.0,1.0,0.0,1
556,1,0,39.6,0,2,1.0,0.0,1.0,0.0,0.0,1
399,2,1,12.65,0,1,1.0,0.0,0.0,0.0,1.0,1
591,1,0,78.2667,0,2,1.0,0.0,1.0,0.0,0.0,1
194,1,1,27.7208,0,1,1.0,0.0,1.0,0.0,0.0,1
241,3,0,15.5,0,2,1.0,0.0,0.0,1.0,0.0,1
444,3,1,8.1125,0,1,0.0,1.0,0.0,0.0,1.0,1
546,2,0,26.0,0,2,1.0,0.0,0.0,0.0,1.0,1
85,3,0,15.85,0,4,1.0,0.0,0.0,0.0,1.0,1
230,1,0,83.475,0,2,1.0,0.0,0.0,0.0,1.0,1
786,3,1,7.4958,0,1,1.0,0.0,0.0,0.0,1.0,1
630,1,1,30.0,0,1,0.0,1.0,0.0,0.0,1.0,1
710,1,1,49.5042,0,1,1.0,0.0,1.0,0.0,0.0,1
609,1,1,153.4625,0,1,1.0,0.0,0.0,0.0,1.0,1
599,1,0,56.9292,0,2,0.0,1.0,1.0,0.0,0.0,1
427,2,1,26.0,0,1,1.0,0.0,0.0,0.0,1.0,1
539,1,0,49.5,2,3,1.0,0.0,1.0,0.0,0.0,1
677,3,1,9.8417,0,1,1.0,0.0,0.0,0.0,1.0,1
47,3,1,7.75,0,1,1.0,0.0,0.0,1.0,0.0,1
838,3,1,56.4958,0,1,0.0,1.0,0.0,0.0,1.0,1
88,1,0,263.0,2,6,1.0,0.0,0.0,0.0,1.0,1
537,1,1,106.425,0,1,1.0,0.0,1.0,0.0,0.0,1
391,3,1,7.7958,0,1,0.0,1.0,0.0,0.0,1.0,1
669,1,0,52.0,0,2,1.0,0.0,0.0,0.0,1.0,1
237,2,0,26.25,2,3,1.0,0.0,0.0,0.0,1.0,1
311,1,0,262.375,2,5,1.0,0.0,1.0,0.0,0.0,1
556,1,0,39.6,0,2,1.0,0.0,1.0,0.0,0.0,1
32,3,1,7.75,0,1,1.0,0.0,0.0,1.0,0.0,1
11,1,1,26.55,0,1,1.0,0.0,0.0,0.0,1.0,1
630,1,1,30.0,0,1,0.0,1.0,0.0,0.0,1.0,1
486,1,0,90.0,0,2,1.0,0.0,0.0,0.0,1.0,1
489,3,0,15.9,1,3,0.0,1.0,0.0,0.0,1.0,1
356,1,0,55.0,1,2,1.0,0.0,0.0,0.0,1.0,1
677,3,1,9.8417,0,1,1.0,0.0,0.0,0.0,1.0,1
627,1,1,77.9583,0,1,1.0,0.0,0.0,0.0,1.0,1
651,2,0,23.0,1,2,1.0,0.0,0.0,0.0,1.0,1
660,1,0,133.65,0,3,0.0,1.0,0.0,0.0,1.0,1
85,3,0,15.85,0,4,1.0,0.0,0.0,0.0,1.0,1
681,1,1,76.7292,0,1,0.0,1.0,1.0,0.0,0.0,1
133,2,0,26.0,0,2,1.0,0.0,0.0,0.0,1.0,1
430,1,1,26.55,0,1,0.0,1.0,0.0,0.0,1.0,1
717,2,1,10.5,0,1,1.0,0.0,0.0,0.0,1.0,1
123,2,1,13.0,0,1,1.0,0.0,0.0,0.0,1.0,1
823,3,0,12.475,1,2,1.0,0.0,0.0,0.0,1.0,1
453,1,0,89.1042,0,2,0.0,1.0,1.0,0.0,0.0,1
3,1,0,53.1,0,2,1.0,0.0,0.0,0.0,1.0,1
125,3,0,11.2417,0,2,0.0,1.0,1.0,0.0,0.0,1
621,1,0,52.5542,0,2,0.0,1.0,0.0,0.0,1.0,1
268,1,0,153.4625,1,2,1.0,0.0,0.0,0.0,1.0,1
417,2,0,13.0,2,3,1.0,0.0,0.0,0.0,1.0,1
779,1,0,211.3375,1,2,1.0,0.0,0.0,0.0,1.0,1
651,2,0,23.0,1,2,1.0,0.0,0.0,0.0,1.0,1
627,1,1,77.9583,0,1,1.0,0.0,0.0,0.0,1.0,1
781,1,0,57.0,0,2,1.0,0.0,0.0,0.0,1.0,1
751,3,0,12.475,1,2,0.0,1.0,0.0,0.0,1.0,1
455,3,1,7.8958,0,1,0.0,1.0,1.0,0.0,0.0,1
283,3,1,8.05,0,1,0.0,1.0,0.0,0.0,1.0,1
107,3,1,7.775,0,1,0.0,1.0,0.0,0.0,1.0,1
66,2,1,10.5,0,1,1.0,0.0,0.0,0.0,1.0,1
323,2,0,29.0,1,3,1.0,0.0,0.0,0.0,1.0,1
107,3,1,7.775,0,1,0.0,1.0,0.0,0.0,1.0,1
708,1,1,151.55,0,1,1.0,0.0,0.0,0.0,1.0,1
788,3,0,20.575,2,4,0.0,1.0,0.0,0.0,1.0,1
56,2,1,10.5,0,1,1.0,0.0,0.0,0.0,1.0,1
889,1,1,30.0,0,1,0.0,1.0,1.0,0.0,0.0,1
469,3,0,19.2583,1,4,1.0,0.0,1.0,0.0,0.0,1
288,2,1,13.0,0,1,0.0,1.0,0.0,0.0,1.0,1
316,2,0,26.0,0,2,1.0,0.0,0.0,0.0,1.0,1
399,2,1,12.65,0,1,1.0,0.0,0.0,0.0,1.0,1
504,1,1,86.5,0,1,1.0,0.0,0.0,0.0,1.0,1
309,1,1,56.9292,0,1,1.0,0.0,1.0,0.0,0.0,1
747,2,1,13.0,0,1,1.0,0.0,0.0,0.0,1.0,1
712,1,0,52.0,0,2,0.0,1.0,0.0,0.0,1.0,1
330,3,0,23.25,0,3,1.0,0.0,0.0,1.0,0.0,1
875,3,1,7.225,0,1,1.0,0.0,1.0,0.0,0.0,1
871,1,0,52.5542,1,3,1.0,0.0,0.0,0.0,1.0,1
39,3,0,11.2417,0,2,1.0,0.0,1.0,0.0,0.0,1
821,3,1,8.6625,0,1,0.0,1.0,0.0,0.0,1.0,1
607,1,1,30.5,0,1,0.0,1.0,0.0,0.0,1.0,1
781,1,0,57.0,0,2,1.0,0.0,0.0,0.0,1.0,1
31,1,0,146.5208,0,2,1.0,0.0,1.0,0.0,0.0,1
109,3,0,24.15,0,2,1.0,0.0,0.0,1.0,0.0,1
230,1,0,83.475,0,2,1.0,0.0,0.0,0.0,1.0,1
224,1,0,90.0,0,2,0.0,1.0,0.0,0.0,1.0,1
615,2,0,65.0,2,4,1.0,0.0,0.0,0.0,1.0,1
290,1,1,78.85,0,1,1.0,0.0,0.0,0.0,1.0,1
275,1,0,77.9583,0,2,1.0,0.0,0.0,0.0,1.0,1
257,1,1,86.5,0,1,1.0,0.0,0.0,0.0,1.0,1
823,3,0,12.475,1,2,1.0,0.0,0.0,0.0,1.0,1
880,2,0,26.0,1,2,1.0,0.0,0.0,0.0,1.0,1
66,2,1,10.5,0,1,1.0,0.0,0.0,0.0,1.0,1
763,1,0,120.0,2,4,1.0,0.0,0.0,0.0,1.0,1
417,2,0,13.0,2,3,1.0,0.0,0.0,0.0,1.0,1
802,1,0,120.0,2,4,0.0,1.0,0.0,0.0,1.0,1
21,2,1,13.0,0,1,0.0,1.0,0.0,0.0,1.0,1
432,2,0,26.0,0,2,1.0,0.0,0.0,0.0,1.0,1
479,3,0,12.2875,1,2,1.0,0.0,0.0,0.0,1.0,1
359,3,1,7.8792,0,1,1.0,0.0,0.0,1.0,0.0,1
692,3,1,56.4958,0,1,0.0,1.0,0.0,0.0,1.0,1
710,1,1,49.5042,0,1,1.0,0.0,1.0,0.0,0.0,1
473,2,1,13.7917,0,1,1.0,0.0,1.0,0.0,0.0,1
380,1,1,227.525,0,1,1.0,0.0,1.0,0.0,0.0,1
107,3,1,7.775,0,1,0.0,1.0,0.0,0.0,1.0,1
649,3,1,7.55,0,1,1.0,0.0,0.0,0.0,1.0,1
141,3,1,7.75,0,1,1.0,0.0,0.0,0.0,1.0,1
66,2,1,10.5,0,1,1.0,0.0,0.0,0.0,1.0,1
269,1,1,135.6333,0,1,1.0,0.0,0.0,0.0,1.0,1
383,1,0,52.0,0,2,1.0,0.0,0.0,0.0,1.0,1
831,2,0,18.75,1,3,0.0,1.0,0.0,0.0,1.0,1
193,2,0,26.0,1,3,0.0,1.0,0.0,0.0,1.0,1
315,3,1,7.8542,0,1,1.0,0.0,0.0,0.0,1.0,1
543,2,0,26.0,0,2,0.0,1.0,0.0,0.0,1.0,1
510,3,1,7.75,0,1,0.0,1.0,0.0,1.0,0.0,1
801,2,0,26.25,1,3,1.0,0.0,0.0,0.0,1.0,1
887,1,1,30.0,0,1,1.0,0.0,0.0,0.0,1.0,1
546,2,0,26.0,0,2,1.0,0.0,0.0,0.0,1.0,1
712,1,0,52.0,0,2,0.0,1.0,0.0,0.0,1.0,1
550,1,0,110.8833,2,3,0.0,1.0,1.0,0.0,0.0,1
858,3,0,19.2583,3,4,1.0,0.0,1.0,0.0,0.0,1
247,2,0,14.5,2,3,1.0,0.0,0.0,0.0,1.0,1
356,1,0,55.0,1,2,1.0,0.0,0.0,0.0,1.0,1
737,1,1,512.3292,0,1,0.0,1.0,1.0,0.0,0.0,1
577,1,0,55.9,0,2,1.0,0.0,0.0,0.0,1.0,1
440,2,0,26.25,1,3,1.0,0.0,0.0,0.0,1.0,1
759,1,1,86.5,0,1,1.0,0.0,0.0,0.0,1.0,1
691,3,0,13.4167,1,2,1.0,0.0,1.0,0.0,0.0,1
880,2,0,26.0,1,2,1.0,0.0,0.0,0.0,1.0,1
303,2,1,12.35,0,1,1.0,0.0,0.0,1.0,0.0,1
820,1,0,93.5,1,3,1.0,0.0,0.0,0.0,1.0,1
256,1,1,79.2,0,1,1.0,0.0,1.0,0.0,0.0,1
774,2,0,23.0,3,5,1.0,0.0,0.0,0.0,1.0,1
125,3,0,11.2417,0,2,0.0,1.0,1.0,0.0,0.0,1
677,3,1,9.8417,0,1,1.0,0.0,0.0,0.0,1.0,1
43,2,0,41.5792,2,4,1.0,0.0,1.0,0.0,0.0,1
2,3,1,7.925,0,1,1.0,0.0,0.0,0.0,1.0,1
539,1,0,49.5,2,3,1.0,0.0,1.0,0.0,0.0,1
